date,predict
2024-04-23,1.135
2024-04-24,0.76
2024-04-25,0.569
2024-04-26,0.968
2024-04-27,0.733
2024-04-28,0.818
2024-04-29,0.842
2024-04-30,0.795
2024-05-01,0.897
2024-05-02,1.116
2024-05-03,0.684
2024-05-04,0.971
2024-05-05,0.6
2024-05-06,0.745
2024-05-07,0.8
2024-05-08,0.782
2024-05-09,0.818
2024-05-10,0.901
2024-05-11,0.955
2024-05-12,0.932
2024-05-13,0.833
2024-05-14,1.076
2024-05-15,0.636
2024-05-16,0.71
2024-05-17,0.911
