date,predict
2024-01-31,0.854
2024-02-01,1.028
2024-02-02,0.722
2024-02-03,1.0
2024-02-04,0.25
2024-02-05,0.71
2024-02-06,0.815
2024-02-07,1.07
2024-02-08,1.0
2024-02-09,0.971
2024-02-10,0.8
2024-02-11,1.0
2024-02-12,1.28
2024-02-13,1.227
2024-02-14,0.929
2024-02-15,0.926
2024-02-16,0.812
2024-02-17,1.0
2024-02-18,0.667
2024-02-19,0.95
2024-02-20,1.031
2024-02-21,1.0
2024-02-22,0.927
2024-02-23,1.083
2024-02-24,1.0
2024-02-25,1.4
2024-02-26,1.0
2024-02-27,1.0
2024-02-28,0.98
2024-02-29,0.97
2024-03-01,0.961
2024-03-02,1.2
2024-03-03,0.667
2024-03-04,0.976
2024-03-05,1.115
2024-03-06,0.935
2024-03-07,0.833
2024-03-08,0.75
2024-03-09,1.375
2024-03-10,1.143
2024-03-11,0.935
2024-03-12,1.1
2024-03-13,0.973
2024-03-14,1.068
2024-03-15,1.03
2024-03-16,1.093
2024-03-17,0.946
2024-03-18,1.073
2024-03-19,1.098
2024-03-20,1.0
2024-03-21,1.139
2024-03-22,1.046
2024-03-23,0.917
2024-03-24,1.0
2024-03-25,1.074
2024-03-26,0.875
2024-03-27,1.098
2024-03-28,0.946
2024-03-29,1.034
2024-03-30,0.944
2024-03-31,0.864
2024-04-01,0.947
2024-04-02,0.891
2024-04-03,1.0
2024-04-04,1.014
2024-04-05,0.891
2024-04-06,0.955
2024-04-07,1.051
2024-04-08,1.065
2024-04-09,0.98
2024-04-10,1.167
2024-04-11,1.079
2024-04-12,1.0
2024-04-13,1.0
2024-04-14,0.812
2024-04-15,0.945
2024-04-16,0.854
2024-04-17,1.023
2024-04-18,0.98
2024-04-19,1.026
2024-04-20,0.889
2024-04-21,0.828
2024-04-22,0.943
2024-04-23,1.143
2024-04-24,1.021
2024-04-25,1.05
2024-04-26,1.077
2024-04-27,1.238
2024-04-28,0.667
2024-04-29,1.03
2024-04-30,0.923
2024-05-01,1.021
2024-05-02,1.105
2024-05-03,0.956
2024-05-04,0.925
2024-05-05,0.615
2024-05-06,1.125
2024-05-07,1.102
2024-05-08,1.071
2024-05-09,1.083
2024-05-10,0.925
2024-05-11,0.852
2024-05-12,1.054
2024-05-13,0.969
2024-05-14,0.885
2024-05-15,1.0
2024-05-16,0.964
2024-05-17,1.033
