date,predict
2023-08-12,1.0
2023-08-13,0.75
2023-08-14,1.034
2023-08-15,1.128
2023-08-16,1.077
2023-08-17,1.172
2023-08-18,0.844
2023-08-19,0.667
2023-08-20,0.75
2023-08-21,1.0
2023-08-22,1.188
2023-08-23,1.171
2023-08-24,1.179
2023-08-25,0.938
2023-08-26,1.143
2023-08-27,1.0
2023-08-28,1.074
2023-08-29,1.057
2023-08-30,1.062
2023-08-31,1.121
2023-09-01,0.885
2023-09-02,1.0
2023-09-03,0.667
2023-09-04,1.231
2023-09-05,1.059
2023-09-06,0.896
2023-09-07,1.167
2023-09-08,1.158
2023-09-09,1.143
2023-09-10,1.333
2023-09-11,1.0
2023-09-12,1.174
2023-09-13,1.267
2023-09-14,1.225
2023-09-15,1.097
2023-09-16,1.0
2023-09-17,0.857
2023-09-18,1.114
2023-09-19,1.017
2023-09-20,1.136
2023-09-21,0.857
2023-09-22,1.109
2023-09-23,1.2
2023-09-24,2.0
2023-09-25,1.12
2023-09-26,0.723
2023-09-27,0.727
2023-09-28,1.14
2023-09-29,1.05
2023-09-30,1.0
2023-10-01,0.429
2023-10-02,1.091
2023-10-03,0.92
2023-10-04,0.946
2023-10-05,1.0
2023-10-06,1.0
2023-10-07,0.857
2023-10-08,0.5
2023-10-09,1.091
2023-10-10,0.878
2023-10-11,1.146
2023-10-12,0.968
2023-10-13,1.125
2023-10-14,1.0
2023-10-15,1.5
2023-10-16,1.0
2023-10-17,1.05
2023-10-18,1.087
2023-10-19,0.941
2023-10-20,1.0
2023-10-21,1.0
2023-10-22,0.778
2023-10-23,1.0
2023-10-24,1.081
2023-10-25,1.033
2023-10-26,1.293
2023-10-27,1.286
2023-10-28,0.75
2023-10-29,1.5
2023-10-30,1.176
2023-10-31,0.96
2023-11-01,1.048
2023-11-02,0.909
2023-11-03,1.029
2023-11-04,1.375
2023-11-05,1.0
2023-11-06,1.182
2023-11-07,1.118
2023-11-08,1.094
2023-11-09,1.071
2023-11-10,1.033
2023-11-11,0.667
2023-11-12,1.25
2023-11-13,1.051
2023-11-14,1.053
2023-11-15,0.947
2023-11-16,1.082
2023-11-17,0.979
2023-11-18,1.0
2023-11-19,1.2
2023-11-20,1.138
2023-11-21,0.886
2023-11-22,0.875
2023-11-23,1.0
2023-11-24,0.857
2023-11-25,1.0
2023-11-26,1.023
2023-11-27,1.182
2023-11-28,1.105
2023-11-29,1.273
2023-11-30,1.278
2023-12-01,1.059
2023-12-02,0.7
2023-12-03,0.6
2023-12-04,1.062
2023-12-05,1.167
2023-12-06,1.0
2023-12-07,1.269
2023-12-08,1.0
2023-12-09,0.5
2023-12-10,0.25
2023-12-11,1.0
2023-12-12,0.833
2023-12-13,1.125
2023-12-14,1.0
2023-12-15,1.278
2023-12-16,0.889
2023-12-17,1.0
2023-12-18,1.116
2023-12-19,1.07
2023-12-20,1.057
2023-12-21,1.069
2023-12-22,1.033
2023-12-23,1.0
2023-12-24,0.667
2023-12-25,1.333
2023-12-26,1.0
2023-12-27,1.185
2023-12-28,1.074
2023-12-29,1.0
2023-12-30,0.667
2023-12-31,0.8
2024-01-01,0.667
2024-01-02,0.962
2024-01-03,1.258
2024-01-04,1.146
2024-01-05,0.76
2024-01-06,0.667
2024-01-07,1.2
2024-01-08,1.049
2024-01-09,1.229
2024-01-10,0.646
2024-01-11,0.769
2024-01-12,0.824
2024-01-13,1.056
2024-01-14,1.286
2024-01-15,1.143
2024-01-16,1.19
2024-01-17,1.086
2024-01-18,0.944
2024-01-19,1.038
2024-01-20,0.667
2024-01-21,1.0
2024-01-22,1.054
2024-01-23,0.759
2024-01-24,1.0
2024-01-25,1.143
2024-01-26,0.886
2024-01-27,1.111
